Q12224	0.13146988	0
P38165	0.29692608	0
P46675	0.29188263	0
Q12427	0.3031422	0
P17890	0.13187504	0
P40357	0.29692608	1
P38634	0.26135895	1
P17121	0.27400833	0
P38272	0.23958907	0
Q07478	0.21610558	0
Q07657	0.29801416	0
P49723	0.20112476	0
P36094	0.25308222	0
P32832	0.16919485	0
P16140	0.22508696	0
P32790	0.1106565	0
P21304	0.16121736	0
P24276	0.29692608	0
P43565	0.29692608	1
Q00402	0.00047838688	0
Q04439	0.29393232	0
P32380	0.01840052	0
P11792	0.29692608	1
P39956	0.29692608	1
P47018	0.12820575	0
Q05518	0.1428498	0
Q12515	0.105369985	0
P38351	0.09549573	0
P53191	0.28102553	0
P01120	0.2240631	0
P39523	0.29692608	0
P40343	0.29692608	0
Q03559	0.17361519	0
Q04934	0.29692608	0
P16387	0.14619824	0
P33401	0.19901556	0
P05030	0.21312466	0
P39109	0.2860703	0
P41895	0.21291691	0
P11491	0.2108238	0
D6VTK4	0.19838521	0
P53550	0.29692608	0
P48562	0.3182891	0
P14540	0.17665231	0
P47068	0.005693555	0
P21192	0.35361886	0
P14164	0.017185688	0
P48361	0.25354034	0
P46949	0.04466653	0
P38845	0.019427508	0
P41697	0.2687428	0
P53104	0.28995693	1
P12962	0.14855567	0
P35817	0.29692608	1
P23293	0.20708084	0
P32873	0.25711358	0
Q03833	0.22431183	0
P43598	0.26888072	0
P43574	0.2810258	0
P13382	0.29692608	0
Q06628	0.29692608	1
Q12186	0.18561345	0
P34216	0.20855454	0
P53858	0.1777947	0
P32457	0.114278615	0
P41818	0.11545518	0
P23301	0.25679436	0
P47170	0.29692608	1
P38439	0.0042325556	0
P42846	0.00030237436	0
P20484	0.20689729	0
P13186	0.29692608	0
P39935	0.08297509	0
Q12117	0.15789333	0
P53094	0.29692608	0
P00950	0.22221142	0
Q12163	0.10770303	0
Q92317	0.26015258	0
P06102	0.07632887	0
P34072	0.30085826	0
P34217	0.27050322	0
Q06505	0.21598443	0
P38691	0.29692608	1
P33748	0.22807145	1
P38970	0.29692608	0
P53273	0.29365882	0
Q08921	0.2966797	0
Q06385	0.1505265	0
Q06685	0.29692608	0
P40473	0.2713253	0
P32486	0.29593033	0
P53252	0.15977907	0
P25293	0.11436716	0
P38199	0.1552093	0
P12688	0.29692608	1
