Q12224	32.0, 23.0, 103.0, 32.0, 1.0, 37.0, 18.0, 36.0, 14.0, 30.0, 35.0, 38.0, 15.0, 24.0, 55.0, 109.0, 40.0, 1.0, 15.0, 18.0	0
P38165	25.0, 22.0, 40.0, 26.0, 0.0, 23.0, 37.0, 27.0, 18.0, 23.0, 45.0, 24.0, 14.0, 13.0, 27.0, 65.0, 27.0, 1.0, 16.0, 13.0	0
P46675	47.0, 44.0, 53.0, 48.0, 6.0, 35.0, 76.0, 29.0, 10.0, 56.0, 93.0, 88.0, 23.0, 25.0, 31.0, 89.0, 56.0, 7.0, 23.0, 49.0	0
Q12427	34.0, 24.0, 43.0, 25.0, 2.0, 23.0, 34.0, 17.0, 16.0, 27.0, 34.0, 34.0, 8.0, 13.0, 35.0, 79.0, 32.0, 3.0, 5.0, 25.0	0
P17890	12.0, 6.0, 21.0, 35.0, 0.0, 3.0, 21.0, 27.0, 2.0, 16.0, 18.0, 21.0, 5.0, 10.0, 10.0, 17.0, 9.0, 0.0, 12.0, 6.0	0
P40357	51.0, 42.0, 71.0, 44.0, 0.0, 53.0, 59.0, 34.0, 6.0, 17.0, 40.0, 39.0, 18.0, 14.0, 26.0, 60.0, 28.0, 2.0, 25.0, 22.0	1
P38634	12.0, 23.0, 19.0, 15.0, 0.0, 16.0, 27.0, 11.0, 4.0, 11.0, 19.0, 20.0, 5.0, 11.0, 27.0, 25.0, 20.0, 1.0, 2.0, 16.0	1
P17121	31.0, 47.0, 58.0, 35.0, 1.0, 22.0, 37.0, 28.0, 16.0, 31.0, 60.0, 44.0, 9.0, 21.0, 47.0, 81.0, 39.0, 4.0, 18.0, 25.0	0
P38272	15.0, 12.0, 50.0, 22.0, 1.0, 21.0, 29.0, 9.0, 8.0, 15.0, 51.0, 43.0, 9.0, 5.0, 13.0, 69.0, 26.0, 1.0, 8.0, 18.0	0
Q07478	35.0, 25.0, 20.0, 30.0, 6.0, 20.0, 41.0, 25.0, 11.0, 31.0, 39.0, 31.0, 6.0, 21.0, 15.0, 23.0, 24.0, 0.0, 13.0, 30.0	0
Q07657	26.0, 32.0, 41.0, 29.0, 2.0, 25.0, 55.0, 24.0, 9.0, 36.0, 49.0, 38.0, 10.0, 21.0, 25.0, 54.0, 34.0, 1.0, 16.0, 24.0	0
P49723	30.0, 9.0, 20.0, 22.0, 2.0, 10.0, 33.0, 12.0, 6.0, 24.0, 24.0, 33.0, 14.0, 27.0, 11.0, 21.0, 14.0, 4.0, 16.0, 13.0	0
P36094	11.0, 24.0, 39.0, 30.0, 2.0, 13.0, 28.0, 5.0, 6.0, 16.0, 30.0, 35.0, 11.0, 7.0, 23.0, 33.0, 18.0, 0.0, 15.0, 17.0	0
P32832	21.0, 29.0, 31.0, 37.0, 2.0, 12.0, 47.0, 26.0, 10.0, 26.0, 31.0, 27.0, 5.0, 16.0, 17.0, 32.0, 24.0, 2.0, 16.0, 24.0	0
P16140	36.0, 33.0, 23.0, 36.0, 1.0, 16.0, 44.0, 37.0, 7.0, 42.0, 42.0, 26.0, 12.0, 20.0, 27.0, 33.0, 31.0, 1.0, 19.0, 31.0	0
P32790	91.0, 49.0, 76.0, 66.0, 5.0, 83.0, 74.0, 97.0, 12.0, 47.0, 80.0, 77.0, 46.0, 49.0, 88.0, 104.0, 106.0, 11.0, 23.0, 60.0	0
P21304	42.0, 18.0, 32.0, 60.0, 4.0, 12.0, 51.0, 37.0, 13.0, 27.0, 44.0, 38.0, 15.0, 17.0, 20.0, 54.0, 28.0, 9.0, 16.0, 39.0	0
P24276	76.0, 70.0, 94.0, 74.0, 6.0, 67.0, 76.0, 62.0, 36.0, 64.0, 113.0, 79.0, 16.0, 43.0, 70.0, 132.0, 67.0, 8.0, 33.0, 64.0	0
P43565	89.0, 79.0, 141.0, 121.0, 15.0, 70.0, 84.0, 76.0, 45.0, 105.0, 160.0, 101.0, 35.0, 65.0, 102.0, 230.0, 125.0, 11.0, 43.0, 73.0	1
Q00402	164.0, 67.0, 173.0, 170.0, 30.0, 83.0, 306.0, 63.0, 86.0, 126.0, 319.0, 286.0, 53.0, 58.0, 96.0, 278.0, 136.0, 8.0, 114.0, 132.0	0
Q04439	109.0, 70.0, 68.0, 63.0, 9.0, 63.0, 69.0, 63.0, 26.0, 86.0, 85.0, 94.0, 21.0, 42.0, 68.0, 90.0, 71.0, 10.0, 50.0, 62.0	0
P32380	29.0, 69.0, 78.0, 71.0, 2.0, 40.0, 123.0, 14.0, 14.0, 58.0, 111.0, 122.0, 16.0, 15.0, 14.0, 80.0, 36.0, 3.0, 23.0, 26.0	0
P11792	43.0, 24.0, 79.0, 56.0, 9.0, 38.0, 41.0, 52.0, 31.0, 39.0, 60.0, 49.0, 20.0, 43.0, 39.0, 84.0, 54.0, 8.0, 20.0, 35.0	1
P39956	34.0, 30.0, 57.0, 34.0, 10.0, 31.0, 50.0, 33.0, 25.0, 44.0, 69.0, 74.0, 16.0, 32.0, 60.0, 88.0, 40.0, 9.0, 26.0, 34.0	1
P47018	23.0, 8.0, 35.0, 37.0, 0.0, 25.0, 64.0, 30.0, 6.0, 27.0, 30.0, 47.0, 4.0, 16.0, 15.0, 46.0, 23.0, 8.0, 5.0, 29.0	0
Q05518	24.0, 38.0, 41.0, 36.0, 0.0, 20.0, 23.0, 35.0, 15.0, 11.0, 27.0, 33.0, 5.0, 16.0, 30.0, 73.0, 31.0, 1.0, 13.0, 27.0	0
Q12515	19.0, 12.0, 41.0, 19.0, 0.0, 7.0, 14.0, 27.0, 6.0, 19.0, 12.0, 30.0, 5.0, 11.0, 13.0, 29.0, 15.0, 0.0, 3.0, 13.0	0
P38351	16.0, 23.0, 24.0, 51.0, 0.0, 17.0, 51.0, 14.0, 7.0, 26.0, 39.0, 49.0, 12.0, 10.0, 21.0, 25.0, 24.0, 3.0, 12.0, 21.0	0
P53191	29.0, 34.0, 63.0, 40.0, 8.0, 29.0, 40.0, 31.0, 18.0, 32.0, 42.0, 47.0, 8.0, 15.0, 28.0, 87.0, 38.0, 5.0, 11.0, 30.0	0
P01120	26.0, 13.0, 32.0, 17.0, 2.0, 22.0, 18.0, 28.0, 2.0, 14.0, 18.0, 22.0, 7.0, 4.0, 6.0, 32.0, 23.0, 0.0, 12.0, 24.0	0
P39523	41.0, 52.0, 93.0, 50.0, 0.0, 78.0, 64.0, 48.0, 13.0, 42.0, 67.0, 58.0, 31.0, 30.0, 61.0, 114.0, 53.0, 1.0, 22.0, 25.0	0
P40343	30.0, 33.0, 30.0, 39.0, 10.0, 40.0, 64.0, 11.0, 12.0, 37.0, 52.0, 47.0, 11.0, 12.0, 48.0, 68.0, 27.0, 2.0, 19.0, 30.0	0
Q03559	18.0, 12.0, 7.0, 16.0, 1.0, 17.0, 11.0, 12.0, 5.0, 6.0, 6.0, 14.0, 7.0, 10.0, 11.0, 14.0, 10.0, 1.0, 6.0, 13.0	0
Q04934	22.0, 18.0, 37.0, 39.0, 3.0, 20.0, 33.0, 29.0, 10.0, 18.0, 45.0, 31.0, 7.0, 11.0, 13.0, 60.0, 29.0, 2.0, 11.0, 15.0	0
P16387	40.0, 22.0, 10.0, 22.0, 7.0, 14.0, 26.0, 39.0, 8.0, 20.0, 33.0, 29.0, 17.0, 16.0, 18.0, 28.0, 24.0, 3.0, 21.0, 23.0	0
P33401	41.0, 23.0, 27.0, 34.0, 7.0, 13.0, 34.0, 54.0, 10.0, 42.0, 46.0, 44.0, 5.0, 32.0, 30.0, 34.0, 31.0, 7.0, 24.0, 32.0	0
P05030	90.0, 33.0, 26.0, 59.0, 9.0, 27.0, 54.0, 76.0, 14.0, 64.0, 86.0, 48.0, 24.0, 38.0, 36.0, 59.0, 57.0, 15.0, 22.0, 81.0	0
P39109	99.0, 68.0, 86.0, 65.0, 20.0, 56.0, 78.0, 84.0, 29.0, 124.0, 184.0, 88.0, 34.0, 78.0, 44.0, 116.0, 86.0, 24.0, 53.0, 99.0	0
P41895	46.0, 44.0, 53.0, 55.0, 2.0, 20.0, 76.0, 48.0, 7.0, 29.0, 45.0, 75.0, 18.0, 18.0, 40.0, 55.0, 44.0, 4.0, 15.0, 41.0	0
P11491	43.0, 24.0, 27.0, 44.0, 3.0, 20.0, 36.0, 37.0, 26.0, 25.0, 54.0, 28.0, 7.0, 25.0, 18.0, 49.0, 35.0, 5.0, 20.0, 40.0	0
D6VTK4	30.0, 16.0, 23.0, 22.0, 2.0, 14.0, 12.0, 18.0, 4.0, 33.0, 44.0, 17.0, 11.0, 27.0, 15.0, 49.0, 45.0, 3.0, 19.0, 27.0	0
P53550	41.0, 31.0, 97.0, 57.0, 4.0, 53.0, 68.0, 37.0, 15.0, 52.0, 86.0, 78.0, 25.0, 35.0, 60.0, 129.0, 36.0, 7.0, 19.0, 40.0	0
P48562	43.0, 35.0, 56.0, 42.0, 10.0, 58.0, 34.0, 36.0, 26.0, 42.0, 63.0, 59.0, 21.0, 19.0, 71.0, 100.0, 50.0, 9.0, 25.0, 43.0	0
P14540	33.0, 10.0, 18.0, 18.0, 5.0, 9.0, 31.0, 30.0, 12.0, 23.0, 24.0, 27.0, 8.0, 15.0, 16.0, 20.0, 20.0, 3.0, 15.0, 22.0	0
P47068	86.0, 45.0, 60.0, 52.0, 0.0, 49.0, 132.0, 42.0, 37.0, 52.0, 59.0, 82.0, 17.0, 37.0, 125.0, 108.0, 66.0, 5.0, 22.0, 81.0	0
P21192	23.0, 38.0, 73.0, 54.0, 8.0, 33.0, 38.0, 36.0, 28.0, 41.0, 71.0, 59.0, 15.0, 17.0, 62.0, 73.0, 49.0, 2.0, 20.0, 30.0	0
P14164	33.0, 20.0, 107.0, 83.0, 3.0, 23.0, 45.0, 34.0, 39.0, 35.0, 46.0, 48.0, 11.0, 14.0, 24.0, 71.0, 35.0, 2.0, 18.0, 40.0	0
P48361	72.0, 37.0, 87.0, 53.0, 7.0, 67.0, 45.0, 58.0, 32.0, 61.0, 80.0, 90.0, 25.0, 41.0, 67.0, 140.0, 89.0, 5.0, 43.0, 47.0	0
P46949	38.0, 26.0, 70.0, 88.0, 1.0, 28.0, 86.0, 40.0, 16.0, 29.0, 47.0, 67.0, 13.0, 13.0, 29.0, 116.0, 48.0, 5.0, 23.0, 34.0	0
P38845	24.0, 14.0, 23.0, 22.0, 2.0, 14.0, 55.0, 28.0, 3.0, 18.0, 29.0, 63.0, 3.0, 14.0, 39.0, 38.0, 36.0, 3.0, 2.0, 35.0	0
P41697	43.0, 38.0, 51.0, 52.0, 5.0, 36.0, 62.0, 32.0, 14.0, 40.0, 75.0, 77.0, 21.0, 24.0, 34.0, 72.0, 50.0, 4.0, 13.0, 45.0	0
P53104	59.0, 37.0, 65.0, 44.0, 12.0, 36.0, 72.0, 32.0, 25.0, 46.0, 107.0, 68.0, 17.0, 36.0, 35.0, 86.0, 42.0, 5.0, 31.0, 42.0	1
P12962	11.0, 7.0, 8.0, 12.0, 1.0, 4.0, 18.0, 7.0, 8.0, 9.0, 9.0, 16.0, 1.0, 8.0, 8.0, 10.0, 13.0, 1.0, 1.0, 9.0	0
P35817	45.0, 38.0, 47.0, 54.0, 2.0, 35.0, 54.0, 37.0, 10.0, 36.0, 51.0, 60.0, 18.0, 16.0, 45.0, 59.0, 29.0, 2.0, 20.0, 28.0	1
P23293	38.0, 36.0, 48.0, 28.0, 5.0, 25.0, 37.0, 41.0, 23.0, 35.0, 49.0, 57.0, 12.0, 21.0, 55.0, 48.0, 32.0, 4.0, 31.0, 32.0	0
P32873	45.0, 44.0, 76.0, 61.0, 7.0, 43.0, 69.0, 42.0, 25.0, 69.0, 115.0, 78.0, 15.0, 39.0, 71.0, 161.0, 85.0, 2.0, 27.0, 54.0	0
Q03833	31.0, 30.0, 124.0, 40.0, 13.0, 37.0, 39.0, 43.0, 20.0, 50.0, 72.0, 49.0, 19.0, 38.0, 57.0, 120.0, 52.0, 7.0, 24.0, 29.0	0
P43598	10.0, 15.0, 15.0, 13.0, 2.0, 9.0, 10.0, 11.0, 7.0, 8.0, 8.0, 7.0, 7.0, 8.0, 18.0, 24.0, 12.0, 0.0, 5.0, 6.0	0
P43574	27.0, 22.0, 68.0, 35.0, 8.0, 9.0, 6.0, 13.0, 18.0, 30.0, 42.0, 25.0, 11.0, 22.0, 37.0, 74.0, 35.0, 5.0, 6.0, 17.0	0
P13382	66.0, 86.0, 94.0, 119.0, 29.0, 60.0, 95.0, 68.0, 22.0, 87.0, 145.0, 111.0, 35.0, 46.0, 68.0, 112.0, 78.0, 7.0, 49.0, 91.0	0
Q06628	19.0, 35.0, 55.0, 43.0, 4.0, 61.0, 40.0, 36.0, 22.0, 39.0, 65.0, 43.0, 13.0, 24.0, 45.0, 104.0, 33.0, 7.0, 19.0, 31.0	1
Q12186	19.0, 36.0, 33.0, 23.0, 9.0, 23.0, 21.0, 29.0, 7.0, 29.0, 29.0, 33.0, 7.0, 15.0, 59.0, 46.0, 21.0, 1.0, 14.0, 22.0	0
P34216	125.0, 38.0, 111.0, 81.0, 3.0, 107.0, 111.0, 51.0, 21.0, 53.0, 117.0, 71.0, 20.0, 46.0, 81.0, 148.0, 106.0, 8.0, 14.0, 69.0	0
P53858	35.0, 45.0, 58.0, 75.0, 3.0, 32.0, 82.0, 26.0, 16.0, 46.0, 67.0, 68.0, 17.0, 35.0, 49.0, 120.0, 63.0, 0.0, 19.0, 36.0	0
P32457	16.0, 17.0, 37.0, 35.0, 3.0, 35.0, 56.0, 25.0, 13.0, 36.0, 45.0, 55.0, 8.0, 22.0, 18.0, 41.0, 16.0, 3.0, 14.0, 25.0	0
P41818	10.0, 10.0, 14.0, 27.0, 1.0, 13.0, 32.0, 8.0, 6.0, 10.0, 15.0, 23.0, 4.0, 7.0, 14.0, 10.0, 13.0, 1.0, 5.0, 6.0	0
P23301	13.0, 4.0, 4.0, 16.0, 2.0, 3.0, 12.0, 11.0, 5.0, 8.0, 11.0, 13.0, 8.0, 6.0, 5.0, 13.0, 11.0, 0.0, 2.0, 10.0	0
P47170	58.0, 82.0, 106.0, 107.0, 16.0, 54.0, 88.0, 68.0, 39.0, 117.0, 146.0, 134.0, 33.0, 76.0, 62.0, 152.0, 88.0, 24.0, 48.0, 86.0	1
P38439	21.0, 33.0, 30.0, 59.0, 2.0, 23.0, 74.0, 15.0, 8.0, 19.0, 20.0, 29.0, 5.0, 15.0, 13.0, 38.0, 27.0, 2.0, 10.0, 21.0	0
P42846	46.0, 31.0, 30.0, 48.0, 0.0, 20.0, 102.0, 21.0, 8.0, 23.0, 37.0, 86.0, 5.0, 20.0, 18.0, 30.0, 27.0, 4.0, 13.0, 22.0	0
P20484	21.0, 19.0, 20.0, 30.0, 7.0, 11.0, 32.0, 22.0, 15.0, 27.0, 36.0, 41.0, 8.0, 16.0, 8.0, 34.0, 22.0, 6.0, 12.0, 27.0	0
P13186	63.0, 63.0, 79.0, 47.0, 6.0, 73.0, 61.0, 57.0, 33.0, 72.0, 94.0, 74.0, 25.0, 29.0, 80.0, 117.0, 63.0, 5.0, 37.0, 69.0	0
P39935	59.0, 57.0, 59.0, 50.0, 4.0, 42.0, 109.0, 54.0, 14.0, 36.0, 55.0, 88.0, 17.0, 25.0, 56.0, 85.0, 74.0, 7.0, 23.0, 38.0	0
Q12117	24.0, 9.0, 12.0, 11.0, 10.0, 7.0, 7.0, 21.0, 6.0, 29.0, 24.0, 23.0, 10.0, 28.0, 19.0, 20.0, 22.0, 9.0, 13.0, 16.0	0
P53094	67.0, 78.0, 95.0, 81.0, 16.0, 53.0, 95.0, 62.0, 26.0, 76.0, 140.0, 97.0, 28.0, 64.0, 94.0, 203.0, 97.0, 12.0, 47.0, 56.0	0
P00950	24.0, 12.0, 11.0, 16.0, 0.0, 8.0, 17.0, 15.0, 4.0, 11.0, 28.0, 24.0, 2.0, 6.0, 16.0, 15.0, 8.0, 5.0, 9.0, 16.0	0
Q12163	13.0, 5.0, 19.0, 27.0, 0.0, 8.0, 28.0, 14.0, 3.0, 14.0, 14.0, 12.0, 5.0, 5.0, 7.0, 15.0, 18.0, 2.0, 12.0, 15.0	0
Q92317	8.0, 6.0, 6.0, 9.0, 0.0, 6.0, 19.0, 4.0, 3.0, 12.0, 14.0, 13.0, 6.0, 7.0, 4.0, 18.0, 4.0, 0.0, 1.0, 6.0	0
P06102	63.0, 39.0, 48.0, 50.0, 4.0, 48.0, 80.0, 20.0, 13.0, 40.0, 65.0, 72.0, 11.0, 24.0, 41.0, 91.0, 53.0, 7.0, 23.0, 44.0	0
P34072	30.0, 32.0, 64.0, 34.0, 2.0, 32.0, 30.0, 21.0, 14.0, 26.0, 40.0, 45.0, 12.0, 20.0, 35.0, 71.0, 41.0, 3.0, 12.0, 20.0	0
P34217	43.0, 21.0, 86.0, 24.0, 1.0, 67.0, 30.0, 27.0, 16.0, 39.0, 59.0, 22.0, 15.0, 15.0, 38.0, 90.0, 36.0, 1.0, 21.0, 17.0	0
