P10659	0.25906092	0
P47116	0.30240113	0
P07259	0.19100207	0
P01119	0.24157894	0
P53438	0.08203167	0
Q03323	0.2607665	0
P38634	0.29906937	1
P43612	0.118412554	0
Q05027	0.2776082	0
P18494	0.30240113	1
P33749	0.30240113	1
Q08904	0.13907233	0
P32944	0.30240113	0
Q07807	0.30240113	0
P43565	0.30240113	1
P38427	0.30240113	0
P22147	0.30240113	0
P25655	0.01868549	0
Q08444	0.21215793	0
P11792	0.30240113	1
P34228	0.30240113	0
P36123	0.049587578	0
P0CX48	0.16063347	0
P40956	0.07240838	0
P32589	0.24028474	0
P23594	0.30240113	1
P05986	0.30240113	0
Q12447	0.2675367	0
P25491	0.10776523	0
P32505	0.09042272	0
P32350	0.30240113	0
P23595	0.27576628	1
P01120	0.23874837	0
P39008	0.023341447	0
P14680	0.30240113	0
P34761	0.2805197	0
Q04511	0.30240113	0
P38739	0.0025191903	0
P36093	0.17908698	0
P30822	0.19935602	0
P38349	0.25278056	0
P34223	0.30240113	1
Q03559	0.24374893	0
Q12753	0.30240113	0
P10961	0.24866447	0
P19541	0.20809597	0
Q01080	0.21524918	0
Q12159	0.091406316	0
P11484	0.13640064	0
P40150	0.13207093	0
P09959	0.26591802	0
P46677	0.29679298	0
P40084	0.25400418	0
P25302	0.30240113	0
P40433	0.30240113	0
P19882	0.09454432	0
P16892	0.30240113	0
P42944	0.23316407	0
P10591	0.28400016	0
P15274	0.30240113	0
Q12500	0.135351	0
P40013	0.26556295	0
P38266	0.009646505	0
P29366	0.2964419	0
P39009	0.26360032	0
P41695	0.30240113	0
P41813	0.22504476	0
P27636	0.10344067	0
Q01389	0.04107088	1
P39517	0.11729053	0
Q03921	0.004068136	0
P34730	0.18105069	0
P22007	0.30240113	0
P29311	0.142784	0
P06787	0.16631141	0
P32562	0.28797537	0
Q06151	0.26429302	0
P53197	0.18799475	0
Q12123	0.30260423	0
Q12386	0.24844953	0
P17106	0.046917975	0
P32381	0.30180845	1
P53886	0.19948182	0
P12962	0.22330928	0
P35732	0.00017023087	0
Q06697	0.30078423	0
P37303	0.2967351	0
P31384	0.13214651	0
P27895	0.22876617	0
P06244	0.26754633	1
P22696	0.27778816	0
Q12494	0.30240113	1
P38631	0.19947255	0
P38013	0.23203528	0
P53861	0.2637335	0
P32457	0.18812877	0
P54861	0.24870178	0
P23301	0.24706039	0
P17119	0.045889914	0
P53978	0.30277896	0
P40079	0.16710019	0
P21965	0.22385335	0
Q12246	0.30240113	0
P38144	0.30240113	0
Q12680	0.30240113	0
P27472	0.28169212	0
P10592	0.2945036	0
P0CS90	0.20362586	0
Q08601	0.055304408	0
P04147	0.18825674	0
Q92317	0.26541364	0
P13712	0.30240113	0
P43124	0.30240113	0
P33748	0.30240113	1
P39520	0.027608186	0
P06245	0.1667642	0
P54791	0.29386473	0
P07149	0.30240113	0
P0CG63	0.14226073	0
Q01477	0.30240113	1
P19812	0.2968418	0
Q04120	0.22752509	0
P22204	0.30240113	0
Q04372	0.27514	1
P00927	0.14002389	0
P36103	0.042837083	0
P47079	0.29382223	0
P38987	0.27600247	0
P41807	0.13762724	0
Q06685	0.30240113	0
Q99296	0.30454516	0
Q12523	0.30240113	0
P38344	0.19634858	0
P0CE41	0.30240113	0
P29453	0.16730484	0
Q07653	0.22186062	0
P38199	0.18509862	0
P50101	0.18223375	0
P21576	0.276828	0
P38749	0.26186186	0
P25719	0.2482956	0
P51601	0.30191153	0
