P38994	0.34839565	1
P47116	0.14999682	0
P46784	0.06220779	0
P17558	0.9183794	0
Q12136	5.439594e-06	0
P22214	0.6758171	1
P39926	0.7243393	1
P46675	0.12596074	0
Q12427	0.7565128	0
P22579	0.98397195	1
P48164	0.031600147	0
Q08826	0.05648011	0
P38960	0.17139336	0
P39723	0.16479138	0
P39933	0.0012629628	0
Q06144	0.077108026	0
P53124	0.046775848	0
P53427	0.17690533	0
P32828	0.02923727	0
P39704	0.1102176	0
P53233	0.12749213	0
P38855	0.3178317	0
P53599	0.022582889	0
Q12378	0.2292374	0
P40316	0.059479088	0
P38272	0.31480956	0
P39954	0.39593783	0
P15303	0.88741726	1
P06782	0.60246104	1
P05748	0.0005393028	0
P32364	0.27887404	0
P36094	0.06521714	0
Q12074	0.14919263	0
P38166	0.06905183	0
P38778	0.35009798	0
P32583	1.5735399e-10	0
Q12516	0.25972137	0
P31688	0.24135718	0
P53833	0.007390946	0
P0CX42	0.016456306	0
P0CX26	0.0017697215	0
Q03976	0.13269684	0
P53965	0.046910286	0
Q03656	0.13994664	0
P39073	0.07651591	0
P39731	0.035131633	0
P28005	0.15449372	0
P47057	0.15627778	1
P41901	0.010176569	0
P39939	0.9999994	0
P35187	0.03701526	0
P39015	0.71101916	0
P38623	0.029015332	0
P32445	0.2727186	0
P40188	6.283956e-05	0
Q05937	0.11360726	0
P32558	0.009164929	0
Q01163	0.14264566	0
P15625	0.2124305	0
Q06216	0.003647387	0
P0CH09	0.009217054	0
Q03305	0.22129315	0
Q08723	0.14809766	0
P32561	0.99904585	1
P39940	0.35733384	0
Q12100	0.07997355	0
P46965	0.036544293	0
P36164	0.043396622	0
P40548	0.085023195	0
Q3E784	0.13691735	0
P32867	0.54666936	1
P24276	0.4451756	0
P38758	0.1919424	0
P43565	0.9074536	1
P52491	0.047259003	0
P41834	0.05809897	0
Q05022	1.9906869e-05	0
P34164	0.34233773	0
P42949	0.097605646	0
Q03782	0.3894249	0
P38206	0.0002449453	0
P25655	0.00762707	0
Q08962	0.8454397	0
P39543	0.15356132	0
Q06132	0.00032502413	0
P38713	0.21270144	0
P47065	0.12916651	0
Q08444	0.2797975	0
P25348	0.0039619207	0
Q00772	0.05436954	0
Q03532	0.13635468	0
P38271	0.057701588	0
P47006	0.0001296103	0
P36003	0.27544177	0
Q12080	0.9654467	0
P32602	0.53919375	1
P21827	0.45222908	0
P45978	0.1574119	0
P36056	0.036425173	0
P17157	0.6528568	1
P39743	0.08198702	0
P40469	0.0046922266	0
P38849	0.042724967	0
Q12454	0.11910823	0
P32589	0.30673185	0
Q06704	1.2498038e-05	0
P35056	0.16130787	0
P47018	0.10095477	0
Q04264	9.4043746e-05	0
Q06568	0.12889993	0
P53903	0.11275208	0
Q06629	0.21138912	0
P53863	0.00010281385	0
P40089	0.13055205	0
P53035	0.9126028	0
Q03028	0.001668483	0
Q07500	0.47532555	0
Q05518	0.40775257	0
P34244	0.6276709	0
P32465	8.327294e-05	0
P36132	0.43699324	0
P05986	0.33978063	0
P38996	0.28323454	0
Q06833	0.16144654	0
P06776	0.021269292	0
P19657	0.23977333	0
P47164	0.098041475	0
P80667	0.9255073	0
P32505	2.3454334e-06	0
P27476	0.022749871	0
Q02630	3.0204588e-13	0
Q03430	0.0009697974	0
P32350	0.085869044	0
P22434	0.09523085	0
Q08966	0.14195177	0
P32567	0.07091513	0
P07270	0.9977481	1
Q04087	0.2479133	0
P34234	0.2983885	0
P53050	0.09063789	0
Q12221	0.00030234456	0
P40345	0.38205254	0
P61830	0.0031085908	0
Q12044	0.36507636	0
P0CX25	0.0017697215	0
P36026	0.20509493	0
P33418	7.621348e-06	0
Q12085	0.015471369	0
P0C2J4	0.048743278	0
Q06146	0.24904925	0
P38765	0.1871216	0
Q03761	0.0008138418	0
P53110	0.06725067	0
Q12038	0.0594936	0
P08458	0.109823346	0
P40547	0.02300188	0
P0CX73	0.020647913	0
P32600	0.23305202	1
P01123	0.48400015	1
Q12416	0.54224706	0
P0CX57	0.01788178	0
Q12328	0.055440396	0
P47045	0.03496039	0
P30822	0.07055947	0
P34220	0.3270416	0
P35169	0.10281563	1
Q12485	0.013599515	0
P42947	0.36306202	0
P53874	0.040030837	0
P25037	0.038776755	0
P40022	0.009723157	0
P47115	0.06722596	0
Q04706	0.016058356	0
P0CY01	0.024803162	0
P38349	0.22237933	0
P53212	0.3393307	0
P39967	0.3474611	0
P34223	0.9671654	1
P52917	0.92486745	1
Q03780	0.14934948	0
P40579	0.3137081	0
P34225	0.09777993	0
P16862	0.9934027	0
P38227	0.15779966	0
P33441	0.019359082	0
P27929	0.00044628978	0
P28795	0.4014563	1
P32345	0.13319004	0
P38304	0.12641943	0
Q12753	0.54794264	0
Q05549	0.0035353303	0
P40578	0.11347708	0
P31115	0.065965116	0
P38744	0.03368044	0
P19541	0.33063352	0
P40508	0.046998978	0
P38205	0.0011024475	0
P53170	0.1754919	0
P40314	0.124863	0
P07278	0.19201154	0
P30665	0.10390943	0
P50108	0.012161732	0
P05030	0.8201901	0
P46999	0.00013104081	0
P38972	0.28534	0
P43606	0.049475163	0
Q12161	5.8957583e-05	0
Q06511	0.01866123	0
P49955	0.6421774	0
P40210	0.84224355	0
P36161	0.010034412	0
P46669	0.38746116	0
P40072	0.022160113	0
Q03703	0.028189689	0
Q2V2P7	0.14303645	0
Q12138	0.09274158	0
Q01662	0.17202067	0
P43623	0.9473478	0
P33122	0.46925554	0
P39968	0.7249317	1
P32833	0.23158932	0
P25646	0.23899472	0
P0CX41	0.016456306	0
Q06821	0.29468983	0
P0CX58	0.01788178	0
P04786	1.226274e-06	0
Q02863	0.09968653	0
Q05530	0.009846419	0
P47181	0.40780923	0
P32329	0.07993823	0
Q07878	0.001105547	0
P0CX59	0.016974747	0
P53891	0.5319906	0
Q3E7B7	0.0011866093	0
P35725	0.02962032	0
P53750	0.28687918	0
P38292	0.016499639	0
P11484	0.5361495	0
P40150	0.3855294	0
Q06835	0.0001152779	0
P12686	0.28583	0
P53292	0.005764216	0
P17065	0.43903756	1
Q04174	0.005274147	0
P32343	0.325842	0
P0CH08	0.009217054	0
P25808	0.029052258	0
Q12196	0.0008291602	0
Q04693	0.0029483438	0
P54999	0.20565194	0
P33332	0.0962764	0
P52870	0.024561763	0
P38962	0.05715418	0
P38198	0.00033685565	0
Q05515	0.0051887333	0
